,introduction,url,price,unit_price,community,street,room_type,acreage,toward,decoration,floor_type,floor_total,year,type,follow,release_time
127,北站地、铁旁物业！温馨2房，拎包入住！,https://gz.lianjia.com/ershoufang/108400804369.html,145,19231,祈福万景峰 ,铁路西,2室2厅,75.4,北,精装,中楼,28,-,塔楼,10,1个月以前发布
128,高楼层望花园 自住标准精装修 卧室自住标准实木地板,https://gz.lianjia.com/ershoufang/108400814887.html,108,13099,富力金港城东区 ,花东镇,2室1厅,82.45,北,精装,高楼,16,2013,塔楼,6,31天以前发布
129,祈福辉煌台 刚需三房 格局方正,https://gz.lianjia.com/ershoufang/108400063145.html,173,15920,祈福辉煌台 ,铁路西,3室2厅,108.67,西北,精装,高楼,28,2013,塔楼,13,一年前发布
130,此房南北对流采光充足配套设施完善交通便利,https://gz.lianjia.com/ershoufang/108400600529.html,175,16471,南华时代城 ,铁路西,3室2厅,106.25,东北,毛坯,高楼,31,2010,塔楼,27,4个月以前发布
131,毛坯房  钥匙在手 欢迎随时看房,https://gz.lianjia.com/ershoufang/108400683742.html,119,12143,致岭假日花园 ,狮岭镇,3室2厅,98,东南,毛坯,低楼,11,2015,板塔结合,22,2个月以前发布
132,红珠路4号.格局方正。采光通风好。近地铁.........,https://gz.lianjia.com/ershoufang/108400756238.html,53,7213,红珠路 ,旧区,3室2厅,73.48,南,简装,高楼,7,-,塔楼,77,1个月以前发布
133,公园前路小区 秀全公园门口 大3房 全新精装修,https://gz.lianjia.com/ershoufang/108400773864.html,130,13964,公园前路 ,旧区,3室2厅,93.1,南,精装,中楼,8,-,-,21,1个月以前发布
134,35万首付买骏威广场 地铁口600米 锦砖外墙东南向五小,https://gz.lianjia.com/ershoufang/108400782414.html,198,16924,骏威广场 ,旧区,3室2厅,117,东南,简装,中楼,7,2000,塔楼,13,1个月以前发布
135,双地铁口物业，五小就在家旁边，花都广场旁边,https://gz.lianjia.com/ershoufang/108400668891.html,102,11773,永大新城 ,旧区,3室1厅,86.64,东南,简装,高楼,8,1998,板楼,35,3个月以前发布
136,买房有大平台用，证在手随时交易，装修新净！,https://gz.lianjia.com/ershoufang/108400751482.html,158,16990,阳光雅居 ,旧区,3室2厅,93,西北,精装,低楼,11,2011,塔楼,17,1个月以前发布
137,豪骏名苑小区  单价低 业主诚意出售,https://gz.lianjia.com/ershoufang/108400797603.html,155,16646,城央御景 ,旧区,3室1厅,93.12,北,毛坯,低楼,17,2012,塔楼,8,1个月以前发布
138,广州北，轻轨旁，长隆旁，交通便利，磁悬浮站200米,https://gz.lianjia.com/ershoufang/108400591901.html,62.8,7682,美林湖天汇半岛 ,山前大道,2室2厅,81.76,东南,精装,低楼,18,2016,塔楼,86,4个月以前发布
139,绿地新里缇香公馆 2室2厅 128万,https://gz.lianjia.com/ershoufang/108400820772.html,128,16912,绿地新里缇香公馆 ,旧区,2室2厅,75.69,南,毛坯,中楼,30,2016,塔楼,9,28天以前发布
140,祈福万景峰祈福天龙苑 2室2厅 120万,https://gz.lianjia.com/ershoufang/108400835869.html,120,20527,祈福万景峰祈福天龙苑 ,铁路西,2室2厅,58.46,东南,精装,低楼,28,2014,塔楼,9,21天以前发布
141,致尚诚楼，格局方正，采光好...........,https://gz.lianjia.com/ershoufang/108400435404.html,111,13098,致尚诚楼 ,新区,2室1厅,84.75,南 北,精装,中楼,8,2013,塔楼,94,6个月以前发布
142,广州融创文旅城A1住宅公寓 红本在手 随时看房,https://gz.lianjia.com/ershoufang/108400569414.html,120,21634,广州融创文旅城A1区 ,花山镇,1室1厅,55.47,南,毛坯,中楼,31,2016,塔楼,17,4个月以前发布
143,融创文旅城（花都万达）钥匙在手随时看房,https://gz.lianjia.com/ershoufang/108400606253.html,218,22482,广州融创文旅城A3区 ,花山镇,3室2厅,96.97,南,毛坯,低楼,33,2016,塔楼,20,4个月以前发布
144,地铁物业  正南向 有38方露台,https://gz.lianjia.com/ershoufang/108400459421.html,178,16877,城央御景 ,旧区,3室2厅,105.47,南,精装,低楼,17,2012,塔楼,39,6个月以前发布
145,路劲隽悦豪庭，笋盘，精装修，地理位置不错!,https://gz.lianjia.com/ershoufang/108400646045.html,205,16282,路劲隽悦豪庭一期 ,旧区,3室2厅,125.91,南 北,精装,高楼,11,2012,板楼,5,3个月以前发布
146,万科天景花园，近地铁，绿化好，配套齐全，够五年,https://gz.lianjia.com/ershoufang/108400739650.html,163,16852,万科天景花园 ,铁路西,3室2厅,96.73,南,精装,低楼,23,2006,塔楼,10,2个月以前发布
147,新世纪地铁口旁边低价格少首付好房子,https://gz.lianjia.com/ershoufang/108400808251.html,97.5,11705,宾馆新村 ,旧区,3室2厅,83.3,东南,精装,中楼,7,-,塔楼,8,1个月以前发布
148,精装平层公寓，  价格优惠，配套齐全，业主急售,https://gz.lianjia.com/ershoufang/108400751146.html,51,10921,广州融创文旅城商务公寓 ,花山镇,1室0厅,46.7,西,精装,中楼,40,2015,塔楼,25,1个月以前发布
149,金河湾花园 业主婚房急卖 拎包入住 首付25万 独立天台,https://gz.lianjia.com/ershoufang/108400610827.html,119.9,14803,金河湾花园二期 ,旧区,2室1厅,81,北,精装,高楼,9,-,塔楼,48,4个月以前发布
150,锦东花园，诚心推荐，看后您一定中意，业主也诚心放卖,https://gz.lianjia.com/ershoufang/108400679743.html,286,30510,骏威锦东花园 ,新区,3室1厅,93.74,西南,精装,中楼,18,2011,塔楼,8,3个月以前发布
151,证过两年 园林景观 业主急售 随时看房,https://gz.lianjia.com/ershoufang/108400751270.html,125,14985,豪逸名苑 ,旧区,2室2厅,83.42,北,精装,低楼,17,2014,塔楼,19,1个月以前发布
152,证够两年无按揭  高层视野开阔  业主精心设计住家装修,https://gz.lianjia.com/ershoufang/108400756086.html,124,20961,祈福万景峰 ,铁路西,2室1厅,59.16,北,精装,高楼,28,-,塔楼,15,1个月以前发布
153,东方苑，标准两房，带装修，拎包即可入住！,https://gz.lianjia.com/ershoufang/108400764096.html,85,11725,东方苑 ,花山镇,2室1厅,72.5,西北,精装,中楼,8,-,-,11,1个月以前发布
154,此房满两年，楼层好，视野宽阔，采光充足。,https://gz.lianjia.com/ershoufang/108400811423.html,143,18966,祈福万景峰 ,铁路西,2室2厅,75.4,北,精装,中楼,28,-,塔楼,13,1个月以前发布
155,机场北成熟社区  精装修保养好,https://gz.lianjia.com/ershoufang/108400429667.html,61,7625,富力金港城南区 ,花东镇,2室2厅,80,北,精装,中楼,19,-,塔楼,24,6个月以前发布
156,标准大两房，视野开阔，首付不高，轻松上车盘,https://gz.lianjia.com/ershoufang/108400604796.html,69,8584,美林湖天汇半岛 ,山前大道,2室2厅,80.39,东北,精装,中楼,17,2016,塔楼,5,4个月以前发布
157,雅居乐最笋，高层南向，业主给增值税,https://gz.lianjia.com/ershoufang/108400781200.html,133,15648,雅居乐锦城花漾集 ,旧区,2室1厅,85,南,毛坯,高楼,32,2008,塔楼,6,1个月以前发布
158,祈福天龙苑小两房看花园 南向通风透彻,https://gz.lianjia.com/ershoufang/108400810509.html,112,18667,祈福万景峰祈福天龙苑 ,铁路西,2室1厅,60,南,精装,中楼,28,2014,塔楼,17,1个月以前发布
159,舒适大一房 高层南向采光好 看房方便无按揭,https://gz.lianjia.com/ershoufang/108400809092.html,43.7,7341,美林湖美汇半岛 ,山前大道,1室1厅,59.53,东南 南,精装,高楼,18,-,塔楼,13,1个月以前发布
160,云峰花园一期，满两年，随时看房,https://gz.lianjia.com/ershoufang/108200010596.html,225,17509,云峰花园1期 ,镜湖大道,3室1厅,128.51,东,毛坯,高楼,12,2008,塔楼,136,一年前发布
161,此房满五年唯一，户型方正，保养好，拎包即可入住,https://gz.lianjia.com/ershoufang/108400855793.html,92,11505,五洲花园 ,旧区,3室2厅,79.97,南,精装,高楼,7,1999,塔楼,17,13天以前发布
162,湖畔花园 过五年唯一 看房方便,https://gz.lianjia.com/ershoufang/108400508648.html,98,11667,湖畔花园 ,旧区,3室1厅,84,东,简装,中楼,26,1995,塔楼,25,5个月以前发布
163,美力倚晴居   三房两厅一厨两卫 115平  朝北。,https://gz.lianjia.com/ershoufang/108400664974.html,150,13044,美力倚晴居 ,旧区,3室2厅,115,北,精装,中楼,7,2006,平房,8,3个月以前发布
164,省钱好房 房东急卖 满五唯一免个税,https://gz.lianjia.com/ershoufang/108400692738.html,35,12166,双赢如家公寓 ,旧区,1室1厅,28.77,东北,简装,高楼,9,2013,塔楼,18,2个月以前发布
165,豪利花园 业主急卖 东南向 笋 笋 笋,https://gz.lianjia.com/ershoufang/108400837648.html,175,18179,豪利花园 ,镜湖大道,3室2厅,96.27,东南,精装,中楼,16,-,塔楼,14,20天以前发布
166,精装未入住阔景三房，电梯中层望花园，闹市中的宁静,https://gz.lianjia.com/ershoufang/108400042529.html,190,18577,雅居乐锦城花语集 ,旧区,3室2厅,102.28,北,简装,中楼,25,2008,塔楼,71,一年前发布
167,合和新城 毛坯五房两厅 看房方便,https://gz.lianjia.com/ershoufang/108400010018.html,328,19641,合和新城3期2区 ,镜湖大道,5室2厅,167,北,毛坯,低楼,15,2011,塔楼,9,一年前发布
168,来电即看  不靠高铁十分安静 证在手随时过户,https://gz.lianjia.com/ershoufang/108400865868.html,208,14758,雅宝新城亚瑟公馆 ,狮岭镇,3室1厅,140.95,北,其他,低楼,19,2012,塔楼,1,9天以前发布
169,南向望花园采光亮视野好电梯大四房,https://gz.lianjia.com/ershoufang/108400128922.html,200,13987,富力金港城东区 ,花东镇,4室2厅,143,南,其他,中楼,18,2012,塔楼,21,一年前发布
170,雅宝新城大三房 117方南向 客厅宽敞,https://gz.lianjia.com/ershoufang/108400112611.html,180,15385,雅宝新城 ,狮岭镇,3室2厅,117,南,简装,低楼,7,2008,塔楼,8,一年前发布
171,金碧御水山庄 南向实用三房 精装修 离尘不离城 税费低,https://gz.lianjia.com/ershoufang/108400099566.html,100,11394,金碧御水山庄 ,狮岭镇,3室2厅,87.77,南,精装,中楼,11,-,塔楼,363,一年前发布
172,金碧御水山庄   满五年唯一    方正五房大洋房,https://gz.lianjia.com/ershoufang/108400099688.html,198,9277,金碧御水山庄 ,狮岭镇,5室2厅,213.45,南,精装,低楼,12,-,塔楼,43,一年前发布
173,云峰花园 大三房 户型方正 采光好 高层 望花园,https://gz.lianjia.com/ershoufang/108400865312.html,238,18516,云峰花园1期 ,镜湖大道,3室2厅,128.54,西,其他,高楼,12,-,塔楼,1,9天以前发布
174,南北对流带入户花园 小区中间位置,https://gz.lianjia.com/ershoufang/108400864343.html,295,23984,保利花城花园 ,旧区,3室2厅,123,南,其他,高楼,27,2014,塔楼,1,9天以前发布
175,学府南苑 精装修一房 户型方正 随时可以看房,https://gz.lianjia.com/ershoufang/108400876117.html,72,15398,学府南苑 ,狮岭镇,1室1厅,46.76,西南,其他,低楼,18,2011,塔楼,1,4天以前发布
176,房子满五唯一，配套完善，交通方便,https://gz.lianjia.com/ershoufang/108400880966.html,110,10678,30号小区 ,旧区,3室2厅,103.02,南,其他,中楼,6,-,塔楼,0,2天以前发布
177,金碧御水山庄望湖景双拼大*景观漂亮精装修,https://gz.lianjia.com/ershoufang/108400830264.html,310,17390,金碧御水山庄 ,狮岭镇,4室2厅,178.27,北,精装,2,2,-,塔楼,2,23天以前发布
178,深航花园四房 格局方正 采光好 北向 毛坯房.,https://gz.lianjia.com/ershoufang/108400844578.html,380,30520,深航御花园 ,新区,4室2厅,124.51,北,毛坯,低楼,17,2012,塔楼,2,17天以前发布
179,万达城旁    复式中空花园超大洋房    拎包入住,https://gz.lianjia.com/ershoufang/108400854155.html,230,16547,金碧御水山庄 ,狮岭镇,6室3厅,139,东,精装,低楼,19,-,塔楼,4,14天以前发布
180,安静舒适 南北对流 电梯精修 流溪河旁,https://gz.lianjia.com/ershoufang/108400858636.html,200,12671,逸泉韵翠花园 ,北兴镇,4室2厅,157.85,东南,其他,高楼,9,-,塔楼,1,12天以前发布
181,大运家园   客厅挑高5.8米   安全舒适的环境,https://gz.lianjia.com/ershoufang/108400849477.html,270,23479,大运家园 ,新区,3室2厅,115,南,精装,低楼,8,2009,板楼,1,15天以前发布
182,金城广场 3室2厅 170万,https://gz.lianjia.com/ershoufang/108400849776.html,170,13077,金城广场 ,旧区,3室2厅,130,北,精装,中楼,20,-,塔楼,1,15天以前发布
183,花都湖旁少有三房 电梯高层 精装 满五唯一 税低,https://gz.lianjia.com/ershoufang/108400851623.html,198,20540,美力百富雅苑二期 ,新区,3室2厅,96.4,南,其他,低楼,18,2011,塔楼,0,15天以前发布
184,狮峰公馆 2室2厅 129万,https://gz.lianjia.com/ershoufang/108400852134.html,129,14495,狮峰公馆 ,铁路西,2室2厅,89,东,其他,低楼,22,2012,塔楼,2,15天以前发布
185,保利花城，大三房带主套，南北通透，满五唯一,https://gz.lianjia.com/ershoufang/108400852871.html,270,21301,保利花城花园 ,旧区,3室1厅,126.76,南 北,其他,中楼,18,2013,塔楼,2,14天以前发布
186,友田大夏   正规大三房   满五唯一,https://gz.lianjia.com/ershoufang/108400853132.html,105,7467,友田大厦 ,狮岭镇,3室2厅,140.63,西北,其他,中楼,11,-,-,1,14天以前发布
187,雅宝新城 亚瑟公馆，大2房，户型方正，中高楼层。,https://gz.lianjia.com/ershoufang/108400855140.html,153,16042,雅宝新城亚瑟公馆 ,狮岭镇,2室2厅,95.38,南,其他,高楼,19,2012,塔楼,1,13天以前发布
188,正规三房带主套 南向望河 够2年 无按揭 随时过户,https://gz.lianjia.com/ershoufang/108400855912.html,210,17390,天马河壹号五期 ,铁路西,3室2厅,120.76,东南,精装,高楼,18,2015,塔楼,0,13天以前发布
189,勤天安合商务大厦 1室2厅 85万,https://gz.lianjia.com/ershoufang/108400861276.html,85,13878,勤天安合商务大厦 ,镜湖大道,1室2厅,61.25,东南,其他,高楼,16,-,塔楼,1,11天以前发布
190,祈福万景峰  东南全新精装三房,https://gz.lianjia.com/ershoufang/108400861511.html,210,22854,祈福万景峰 ,铁路西,3室2厅,91.89,东南,其他,低楼,27,2017,塔楼,0,11天以前发布
191,此房毛坯   户型方正 视野开阔,https://gz.lianjia.com/ershoufang/108400861611.html,153,16106,雅居乐锦城花冠集 ,旧区,3室2厅,95,南,毛坯,高楼,32,2008,塔楼,1,10天以前发布
192,花城路 4室2厅 128万,https://gz.lianjia.com/ershoufang/108400863167.html,128,11515,花城路 ,旧区,4室2厅,111.16,南 北,简装,低楼,6,-,塔楼,2,10天以前发布
193,两房望花园  靓楼层  证够2年,https://gz.lianjia.com/ershoufang/108400863796.html,148,21979,合和新城 ,镜湖大道,2室2厅,67.34,北,毛坯,高楼,15,-,平房,2,9天以前发布
194,富力金港城   全新装修高楼层望花园大2房,https://gz.lianjia.com/ershoufang/108400867331.html,103,12254,富力金港城东区 ,花东镇,2室2厅,84.06,北,精装,中楼,11,2014,塔楼,0,8天以前发布
195,花都广场  永大新城，精致大两房,https://gz.lianjia.com/ershoufang/108400868689.html,100,12914,永大新城 ,旧区,2室1厅,77.44,西南,其他,高楼,8,1998,塔楼,1,7天以前发布
196,怡雅花园 2室1厅 96万,https://gz.lianjia.com/ershoufang/108400872816.html,96,12907,怡雅花园 ,旧区,2室1厅,74.38,南 北,其他,高楼,9,-,-,1,5天以前发布
197,好美嘉园 大四房 毛胚房 采光充足通风好,https://gz.lianjia.com/ershoufang/108400085362.html,200,14613,好美嘉园 ,炭步,4室2厅,136.87,西南,毛坯,高楼,18,-,塔楼,0,一年前发布
198,锦尚蓬莱 精装三房 南向望花园 马鞍山旁,https://gz.lianjia.com/ershoufang/108400865856.html,280,30333,锦尚蓬莱苑 ,新区,3室2厅,92.31,西南,其他,低楼,18,-,塔楼,0,9天以前发布
199,花城路地铁口800米，南向三房！大阳台采光好,https://gz.lianjia.com/ershoufang/108400866376.html,75,9192,新华路 ,新区,3室1厅,81.6,南,简装,高楼,7,-,塔楼,3,8天以前发布
200,南向三房，通风采光好，装修保养好,https://gz.lianjia.com/ershoufang/108400866891.html,158,13361,宝铼雅居 ,铁路西,3室1厅,118.26,南,精装,中楼,18,2013,板楼,0,8天以前发布
201,天马丽苑二期 3室2厅 230万,https://gz.lianjia.com/ershoufang/108400868659.html,230,17398,天马丽苑二期 ,铁路西,3室2厅,132.2,南 北,其他,高楼,33,2007,塔楼,0,7天以前发布
202,路劲隽悦豪庭 电梯精装温馨两房 入读紫兰,https://gz.lianjia.com/ershoufang/108400868681.html,113,17463,路劲隽悦豪庭二期三期 ,旧区,2室2厅,64.71,北,精装,高楼,32,2015,塔楼,6,7天以前发布
203,隽悦豪庭 精装修 东南向三房 看房方便,https://gz.lianjia.com/ershoufang/108400868691.html,155,17160,路劲隽悦豪庭二期三期 ,旧区,3室2厅,90.33,东南,其他,低楼,11,-,塔楼,4,7天以前发布
204,精致的装修，安静的环境。美好的生活,https://gz.lianjia.com/ershoufang/108400868913.html,365,26910,嘉都汇 ,镜湖大道,4室2厅,135.64,南,精装,高楼,13,-,塔楼,1,7天以前发布
205,花果山板块，近地铁，交通便利。旺中带静,https://gz.lianjia.com/ershoufang/108400869008.html,192,16105,金鹏花园 ,旧区,3室2厅,119.22,南,其他,中楼,7,2003,塔楼,1,7天以前发布
